Survey ResponseID,frequency,monetary,avg_order_value,total_quantity,recency_days,tenure_days,avg_inter_purchase_days,category_diversity,category_entropy,spend_trend_ratio,future_6m_spend
R_XNE9peoiyTnAXUl,6,201.27,33.55,6.0,16.0,164.0,41.0,4,1.7925,0.9875,499.71000000000004
R_XNiuJCcVUXlLUYx,5,62.44,12.49,5.0,17.0,163.0,81.5,5,2.3219,0.5433,458.07
R_XOnvBxkG4fwLWVz,98,2644.37,26.98,102.0,1.0,179.0,3.44,57,5.3517,1.5356,2721.14
R_XSQ0rtJL82sO48h,16,280.74,17.55,16.0,5.0,175.0,19.44,14,3.75,1.4527,676.3
R_XSVsVm3kojFdmCJ,6,224.5,37.42,8.0,111.0,69.0,34.5,6,2.585,0.0,259.91
R_XSu10jIDimUl5m1,79,1689.8,21.39,86.0,1.0,179.0,4.07,41,4.8618,0.8748,2428.44
R_XTmxVoQGo9qhbyx,12,226.8,18.9,13.0,29.0,151.0,37.75,9,3.085,0.3196,54.09
R_XUhit9pAXhD746B,33,819.24,24.83,33.0,6.0,174.0,14.5,10,2.1862,0.8599,1037.82
R_XUkFqv28ZmOyNBT,8,123.96,15.5,8.0,28.0,152.0,21.71,3,1.0613,1.5308,1224.93
R_XX2kFbi9VPxFWLf,7,157.56,22.51,7.0,39.0,141.0,35.25,3,1.4488,0.1535,185.32
R_XX4679ZDUYaKZTb,17,351.14,20.66,17.0,4.0,176.0,13.54,15,3.8078,0.5318,368.84000000000003
R_XXNgBpq2i7mSrnP,26,501.39,19.28,26.0,6.0,174.0,12.43,19,4.0851,0.3085,535.27
R_XXow2gO79y4faxj,2,28.38,14.19,2.0,180.0,0.0,180.0,2,1.0,0.0,112.97999999999999
R_XY50JC4OPpYKcmd,1,40.99,40.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_XYTa0bvoaQqev3r,19,435.26,22.91,19.0,5.0,175.0,13.46,15,3.6369,5.0893,392.19
R_XYeZSVkzBQBQtBD,59,1223.03,20.73,70.0,3.0,177.0,4.78,32,4.5271,0.6749,1783.34
R_XYsrPCXL5N6boad,27,996.35,36.9,30.0,2.0,178.0,11.87,21,4.2825,2.4579,290.03
R_XZAx9TyW7gz9GxP,19,425.91,22.42,19.0,117.0,63.0,6.3,13,3.3866,0.0,15.18
R_Xhz81T9LodPX0KB,136,1870.17,13.75,147.0,6.0,174.0,3.62,51,4.9281,0.8003,1987.72
R_Xilms2p1sQqPq4p,9,123.02,13.67,9.0,30.0,150.0,37.5,7,2.7255,0.0885,1327.74
R_Xjn66iH08ck5oPL,29,486.57,16.78,29.0,16.0,164.0,8.63,20,4.0868,0.7322,1513.78
R_Xk42yW3pfoWC6Ih,46,638.05,13.87,46.0,2.0,178.0,5.93,36,4.9362,0.8825,1019.25
R_XmJksWdlfM3NHJ7,9,93.67,10.41,9.0,45.0,135.0,45.0,2,0.5033,4.636,0.0
R_Xn2sfdbpwAfI3wB,8,261.81,32.73,8.0,25.0,155.0,25.83,8,3.0,5.5469,138.43
R_XnUU1fZEhQ2Sa4N,7,321.81,45.97,7.0,121.0,59.0,19.67,5,2.2359,0.0,838.64
R_Xnxbf5uRDYJ5tvz,28,488.87,17.46,30.0,5.0,175.0,8.75,18,3.7928,0.3402,774.41
R_XpHv6ZEKCuud0Gt,24,561.93,23.41,24.0,4.0,176.0,11.0,13,3.1148,3.2954,286.78
R_XsIUODlniv0lMu5,15,207.09,13.81,15.0,36.0,144.0,18.0,10,3.1899,0.131,230.46
R_XsQ88Q0fyB4ya7n,17,341.25,20.07,17.0,39.0,141.0,14.1,15,3.8522,2.7525,649.41
R_Xt4H8BJ1Vx7ws8h,12,133.54,11.13,12.0,33.0,147.0,24.5,5,1.585,0.1651,657.42
R_XtYIlnjI6etRnGh,19,581.3,30.59,24.0,12.0,168.0,21.0,13,3.5369,0.6847,1073.93
R_XuCuybjxPer1OeJ,60,1356.97,22.62,65.0,2.0,178.0,4.56,33,4.6691,0.6836,1975.45
R_XvMiL2k9rLcEJsB,4,46.94,11.73,4.0,24.0,156.0,78.0,4,2.0,0.5161,0.0
R_XvQvSZcUpzRXxrr,7,127.29,18.18,7.0,5.0,175.0,35.0,7,2.8074,15.1331,151.48
R_XvTgfvCeoBbBuBH,6,45.78,7.63,6.0,10.0,170.0,56.67,5,2.2516,1.7153,0.0
R_XwiCirQyfwJzVtv,47,819.91,17.44,48.0,5.0,175.0,5.47,31,4.6523,0.4342,1312.3
R_XzINZBCVFPB7RWF,8,123.25,15.41,8.0,9.0,171.0,85.5,8,3.0,2.3944,295.95
R_Y327gjLqd4iezqV,37,1630.91,44.08,38.0,8.0,172.0,17.2,24,4.2161,0.487,988.9200000000001
R_Y3PPLmdNg6NnwZz,32,768.74,24.02,32.0,14.0,166.0,6.92,20,4.0511,0.8132,426.28000000000003
R_Y3TdYiBodZOLXlT,54,1649.59,30.55,54.0,4.0,176.0,7.65,31,4.5176,0.2361,882.11
R_Y4Y0rnYYDKTzxM5,20,585.43,29.27,20.0,3.0,177.0,19.67,17,4.0219,0.1342,314.53000000000003
R_Y4aBj5VuuQKYcq5,81,3263.4,40.29,101.0,5.0,175.0,6.48,24,3.6161,0.8765,2528.3
R_Y4jCkfTFzvtw5SF,43,770.12,17.91,47.0,10.0,170.0,11.33,28,4.2398,0.476,781.73
R_Y9umn8jRAhKJgTn,17,311.75,18.34,18.0,3.0,177.0,19.67,11,3.3372,0.7929,681.47
R_YPSS9WRS3ZVKQPn,61,1215.94,19.93,66.0,5.0,175.0,5.15,26,3.8877,0.8611,1559.96
R_YQSfqhQ1uDpXT7r,3,60.52,20.17,3.0,104.0,76.0,38.0,3,1.585,0.0,122.01
R_YS4MPsfM1Neg0RH,44,1050.73,23.88,50.0,9.0,171.0,10.06,39,5.215,2.378,992.89
R_YSl6RLgAiesofPH,44,757.8,17.22,45.0,3.0,177.0,7.38,25,4.0838,0.6607,744.4300000000001
R_YVNaznCASVojYKB,49,778.15,15.88,50.0,3.0,177.0,8.05,36,4.9562,0.2078,441.69
R_YVoT55Wyx9S4FDb,2,14.94,7.47,2.0,180.0,0.0,180.0,2,1.0,0.0,53.980000000000004
R_YWC7NpQLctWlPVf,23,981.34,42.67,23.0,7.0,173.0,14.42,9,2.4556,2.4809,799.13
R_YWxPdbahUtA72LL,3,36.86,12.29,3.0,160.0,20.0,20.0,2,0.9183,0.0,0.0
R_YY9mG1AzrXV1e3D,26,589.05,22.66,34.0,12.0,168.0,56.0,20,4.1329,3.5741,119.36
R_YYrJhkIJO9hdbAl,6,210.55,35.09,6.0,10.0,170.0,42.5,4,1.9183,2.2462,29.41
R_Ybh09t36EFaS3jb,13,316.22,24.32,19.0,103.0,77.0,19.25,12,3.5466,0.0,651.25
R_Z1xA09bofW5IQSJ,17,661.2,38.89,18.0,37.0,143.0,20.43,16,3.9698,0.9266,838.77
R_Z2Gd6jT9M6qXlzH,34,697.97,20.53,39.0,26.0,154.0,8.11,24,4.312,0.59,482.3
R_Z4qMkqhWSmIbdSh,45,1248.01,27.73,46.0,3.0,177.0,7.08,28,4.5635,1.8639,1758.8899999999999
R_Z8LQWkg9NepKDIt,8,158.94,19.87,12.0,68.0,112.0,56.0,6,2.5,1.5459,785.4399999999999
R_Z8cv50HCNZ5CvSN,20,162.69,8.13,20.0,7.0,173.0,21.62,16,3.8842,4.1779,22.48
R_ZDCVBbGxqUyBjGh,11,33.57,3.05,11.0,44.0,136.0,17.0,4,1.4911,0.3781,0.0
R_ZFhsRu6k5e3fX1v,11,571.29,51.94,12.0,54.0,126.0,21.0,9,3.0272,0.1731,92.27
R_ZI7koGyz1xd8QLv,28,856.87,30.6,30.0,4.0,176.0,10.35,20,4.0122,0.9921,190.24
R_ZIBCd5K8oQRXdm1,13,336.23,25.86,13.0,37.0,143.0,23.83,11,3.3347,2.5167,286.31
R_ZIsOywgVBw4idR7,3,34.97,11.66,3.0,175.0,5.0,5.0,3,1.585,0.0,83.4
R_ZIuaiND875SbVPr,153,962.12,6.29,172.0,6.0,174.0,8.29,58,4.9217,0.9758,229.19
R_Za6NwCg735Vw39n,27,678.9,25.14,27.0,7.0,173.0,9.11,19,4.0784,1.6406,1090.53
R_ZauRmxopn1S5Sud,9,38.53,4.28,9.0,180.0,0.0,180.0,5,2.1133,0.0,512.41
R_ZeIqsLOkeyCl5uN,35,942.34,26.92,38.0,1.0,179.0,7.46,21,4.1614,4.263,1188.37
R_ZeZNk6GoDJUatUJ,9,170.68,18.96,9.0,33.0,147.0,29.4,7,2.7255,0.1701,62.5
R_ZegAOoGxHgKdVIZ,12,199.4,16.62,13.0,28.0,152.0,38.0,11,3.4183,1.0291,38.06
R_ZeqLnp8IZFNzHMt,16,391.51,24.47,16.0,8.0,172.0,17.2,10,3.0778,0.5207,334.06
R_ZfOmPhI6XuCcRUt,5,76.46,15.29,5.0,115.0,65.0,65.0,4,1.9219,0.0,73.09
R_ZfxDd4JY8M1gR8J,12,187.26,15.61,12.0,17.0,163.0,16.3,10,3.2516,0.0623,883.77
R_Zfz88Cq8vkGJGyB,3,55.13,18.38,3.0,68.0,112.0,112.0,2,0.9183,0.2896,0.0
R_ZgZ7S6BnNfcYbHH,1,14.99,14.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,136.88
R_ZjFHZnBMjWeAYdH,18,387.39,21.52,18.0,42.0,138.0,10.62,9,2.7527,1.904,869.29
R_ZkokwdIEZybYo9z,162,3084.51,19.04,167.0,2.0,178.0,2.66,76,5.619,1.0914,2573.31
R_Zkstf2bmFRQo2m5,18,412.93,22.94,18.0,5.0,175.0,14.58,16,3.9477,2.0989,783.04
R_Zl9dw9qtiaH47xn,10,173.6,17.36,10.0,15.0,165.0,41.25,8,2.8464,0.122,457.82
R_ZlBK7nDoFklNS0x,5,102.29,20.46,5.0,3.0,177.0,44.25,4,1.9219,0.9551,82.27
R_ZlS0sW6ozCjoQlH,11,349.35,31.76,11.0,30.0,150.0,15.0,6,2.2999,0.2694,533.21
R_ZluO0WXbB2tgciB,10,91.38,9.14,10.0,10.0,170.0,42.5,8,2.9219,1.4731,928.81
R_Zn1yhaZTqrBfDmp,7,165.62,23.66,7.0,77.0,103.0,34.33,7,2.8074,0.5679,1482.76
R_ZqMc2n2GUPEaXfz,13,174.16,13.4,13.0,33.0,147.0,13.36,10,3.1808,0.4382,164.87
R_Zta1XxxkHsDrVfz,4,133.62,33.41,4.0,11.0,169.0,84.5,3,1.5,2.3497,73.97
R_Zw0unpmWGOSsWEF,28,562.21,20.08,28.0,4.0,176.0,14.67,23,4.4502,1.4927,388.48
R_Zwn68Xfx8lenBER,40,2065.49,51.64,48.0,9.0,171.0,6.58,29,4.7342,0.1777,2080.43
R_ZwuXRF5zwg9UUCt,3,33.42,11.14,3.0,22.0,158.0,79.0,3,1.585,0.34,73.85000000000001
R_ZynUIMrEe9VumxH,23,433.37,18.84,24.0,4.0,176.0,14.67,18,4.056,0.972,577.17
R_ZytLOQiQXCPkNWx,23,521.66,22.68,23.0,1.0,179.0,11.19,20,4.2299,0.8244,929.59
R_ZytPZbOx6EtswkV,12,139.44,11.62,13.0,7.0,173.0,57.67,4,1.2075,1.0579,2222.41
R_Zz495Ir7AjUbSCJ,18,311.17,17.29,19.0,35.0,145.0,18.12,17,4.0588,0.5686,428.31
R_a3Q8UXAMXpamZB7,16,269.51,16.84,16.0,47.0,133.0,33.25,11,3.2806,0.8524,292.57
R_a3tDhXWQm43rsUF,11,230.81,20.98,11.0,12.0,168.0,33.6,10,3.2776,0.1026,875.88
R_a60NWVgys86xns5,8,469.8,58.73,9.0,57.0,123.0,30.75,7,2.75,0.1561,116.86
R_a63UuDzyNOdlI2J,39,597.04,15.31,46.0,6.0,174.0,34.8,29,4.7339,0.2244,143.23
R_aUWXNis4IbqlqDf,6,55.83,9.3,6.0,39.0,141.0,47.0,3,1.2516,9.3966,68.02
R_aVJqrvifyzC8qKR,5,207.57,41.51,5.0,40.0,140.0,70.0,4,1.9219,0.0668,0.0
R_aVKYvNNMeqIDPsB,7,148.49,21.21,7.0,19.0,161.0,32.2,6,2.5216,2.3376,373.96999999999997
R_aVslz4Q8yi9S6Cl,1,119.95,119.95,1.0,180.0,0.0,180.0,1,-0.0,0.0,367.03
R_aWxv9Pcd9PO2U4V,8,215.91,26.99,8.0,1.0,179.0,35.8,8,3.0,4.4045,367.63
R_aXKdpMinM7xCmrv,2,58.78,29.39,2.0,33.0,147.0,147.0,2,1.0,0.1758,1014.03
R_aXyCrbVYxzFwuzv,11,219.57,19.96,11.0,13.0,167.0,27.83,11,3.4594,2.1026,60.22
R_aYp7TYN8pNsU6lP,3,215.88,71.96,3.0,109.0,71.0,71.0,3,1.585,0.0,0.0
R_aaEBB25rxCxY7lv,7,90.42,12.92,7.0,107.0,73.0,24.33,5,2.2359,0.0,405.7
R_ab0QXkkUTrlg2KB,11,399.72,36.34,11.0,17.0,163.0,40.75,11,3.4594,1.185,496.68
R_abKuATLfANudhTj,93,1452.96,15.62,96.0,4.0,176.0,3.67,51,5.1624,1.0061,2115.14
R_abf7RJn5xPCVb1v,73,2276.11,31.18,77.0,4.0,176.0,7.33,51,5.3853,0.716,2465.72
R_abnab1EzH51Bkf7,30,763.07,25.44,30.0,10.0,170.0,14.17,22,4.1866,0.364,671.35
R_afU6KRn89n5n9i9,63,1966.99,31.22,74.0,7.0,173.0,6.18,32,4.6537,5.0625,1734.74
R_afpraFNVxBHgh7X,4,70.19,17.55,4.0,4.0,176.0,88.0,3,1.5,0.7865,63.0
R_afsmqQnUctcdeY9,26,628.61,24.18,29.0,36.0,144.0,8.47,19,4.056,0.6865,605.19
R_ag6T2MYYTL2eE1j,147,3078.31,20.94,156.0,2.0,178.0,4.81,72,5.6914,0.5788,2777.86
R_b14mPI2m0e5yH9D,25,499.74,19.99,25.0,12.0,168.0,11.2,17,3.7795,0.0724,183.98
R_b1xAy0S4LKUsnLz,3,47.97,15.99,3.0,5.0,175.0,175.0,3,1.585,0.6006,119.15
R_b2EQBRt18YPHWbn,31,626.2,20.2,31.0,19.0,161.0,9.47,20,4.0392,0.1576,513.99
R_b2GkGBSnh7BW6RP,11,154.04,14.0,11.0,47.0,133.0,16.62,9,3.0272,0.1924,226.41
R_b3NWnTBcFyWqXjH,31,975.67,31.47,34.0,5.0,175.0,8.75,21,4.0622,1.8263,926.13
R_b3dSUlk76L0C6TD,99,2041.66,20.62,120.0,5.0,175.0,4.07,47,5.0081,1.0895,3156.23
R_b7z8AzmkKy3gNAl,28,1051.72,37.56,34.0,6.0,174.0,10.88,17,3.6195,2.5933,1218.74
R_b8UnkZJoU93ZxEB,273,6744.7,24.71,287.0,2.0,178.0,2.12,105,5.7309,0.4833,3481.63
R_b8v7OwKdVZBCvrX,28,418.1,14.93,28.0,30.0,150.0,18.75,18,3.9408,0.7238,292.94
R_b94CAnrDM9JIx4R,17,192.6,11.33,17.0,2.0,178.0,29.67,11,3.1692,10.0499,1000.57
R_bBIcZn0ySKqKq0F,3,145.07,48.36,3.0,121.0,59.0,29.5,3,1.585,0.0,258.16
R_bBf97e7ARwoovoR,8,127.87,15.98,8.0,21.0,159.0,22.71,3,1.0613,0.8132,26.39
R_bBg8ASGfEpux3hv,16,179.61,11.23,16.0,4.0,176.0,17.6,10,3.1556,0.6159,391.83
R_bBgIkZfU6RwGLWF,33,904.57,27.41,33.0,5.0,175.0,7.95,26,4.4532,1.7853,1061.39
R_bBmkGvilicOmYzD,1,9.99,9.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_bBq5KArp9QA6oo1,13,380.64,29.28,13.0,1.0,179.0,22.38,8,2.7774,0.2017,234.52
R_bDEl7Y9wLiPfSTv,1,7.33,7.33,1.0,180.0,0.0,180.0,1,-0.0,0.0,476.33
R_bE1vvb6qxbnnhUl,1,29.99,29.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_bEM9MySQ9bTLMc1,9,429.42,47.71,9.0,45.0,135.0,16.88,8,2.9477,1.4832,678.6800000000001
R_bHPddsX5H49vNL3,13,138.05,10.62,14.0,23.0,157.0,39.25,5,1.823,0.7128,142.08
R_bIXnQr8Fm57EAGR,27,291.1,10.78,27.0,32.0,148.0,24.67,16,3.476,0.6481,237.67
R_bJI8lmXMZWL6oql,139,2145.72,15.44,143.0,9.0,171.0,3.0,67,5.5943,1.4694,3273.21
R_bJbNhR1I5NnLKb7,39,629.97,16.15,39.0,22.0,158.0,7.52,21,3.7721,1.8837,1374.35
R_bK5PUvc46zAxoQN,22,345.15,15.69,23.0,5.0,175.0,15.91,17,3.914,0.1525,805.72
R_bKJcIltPwncL9uN,45,548.35,12.19,46.0,20.0,160.0,20.0,35,5.0139,0.1423,1575.82
R_bKkzeRcxJTprXkB,1,174.99,174.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,30.270000000000003
R_bKt9Z4amoZXnAaJ,10,237.9,23.79,13.0,31.0,149.0,21.29,9,3.1219,2.4403,550.27
R_bNLECaaqFJyVsNX,13,100.17,7.71,14.0,9.0,171.0,42.75,10,3.1808,2.0774,393.16
R_bNlGrSwYPEMjfWh,36,749.16,20.81,39.0,17.0,163.0,7.76,22,4.1416,0.5656,607.34
R_bNnd3UmePmOGvWF,40,655.48,16.39,42.0,1.0,179.0,9.94,29,4.6128,0.3115,337.46
R_bObh6xg5bURfzwt,29,187.09,6.45,36.0,47.0,133.0,44.33,23,4.4182,0.2275,147.87
R_bOsm0ntz3dHtHXz,8,407.53,50.94,8.0,3.0,177.0,59.0,7,2.75,10.647,394.0
R_bPXVVzzUFNDkEc9,6,50.42,8.4,6.0,146.0,34.0,34.0,6,2.585,0.0,14.99
R_bPptIhTNoGD8H1D,6,226.36,37.73,6.0,1.0,179.0,89.5,5,2.2516,3.52,354.09000000000003
R_bPzwAFdlVaA87Vn,62,1432.08,23.1,67.0,19.0,161.0,7.67,34,4.4427,0.2152,1052.78
R_ba73EoTEt4UBcWJ,5,105.8,21.16,6.0,168.0,12.0,12.0,4,1.9219,0.0,0.0
R_babH9jrfPOAMoi5,25,1514.8,60.59,25.0,44.0,136.0,11.33,10,2.6417,2.5072,2800.42
R_bdUj1u3aVonqb61,35,689.35,19.7,35.0,30.0,150.0,16.67,22,4.2046,1.5194,862.94
R_bdsqSI9qvaD0FEZ,3,23.47,7.82,3.0,121.0,59.0,29.5,3,1.585,0.0,0.0
R_bdw1ARGSVErDIWd,8,166.47,20.81,8.0,14.0,166.0,33.2,7,2.75,1.5785,719.54
R_beFwerGcbqawgBH,18,266.75,14.82,20.0,35.0,145.0,20.71,7,2.2097,0.3149,364.84000000000003
R_bf37vgAtSoPc5rj,40,425.11,10.63,41.0,3.0,177.0,6.81,25,4.2806,1.2291,1358.03
R_bkAu6XeIT0wOxs5,41,1119.87,27.31,42.0,19.0,161.0,26.83,31,4.8026,2.8004,2702.2
R_bkHRi9YgD6jBOMh,8,297.76,37.22,9.0,2.0,178.0,29.67,7,2.75,4.1524,297.17
R_bkquoGQp5VhpihP,53,1498.17,28.27,56.0,3.0,177.0,7.08,40,5.1049,0.5937,3510.84
R_blmQEhOrCwpqG4x,32,941.63,29.43,36.0,11.0,169.0,14.08,22,4.3278,0.9768,452.49
R_bm9tqlI0FEOQFFL,10,174.29,17.43,10.0,11.0,169.0,84.5,8,2.8464,5.6119,34.99
R_bqJTh7OR8fc8Vah,7,94.11,13.44,7.0,8.0,172.0,34.4,4,1.6645,2.1391,257.01
R_bqJcUVIGITLsNeF,5,57.53,11.51,5.0,70.0,110.0,36.67,4,1.9219,0.4021,0.0
R_br5a8OxAqrKRxQd,26,293.7,11.3,27.0,2.0,178.0,17.8,21,4.3158,0.4053,320.41
R_brZ54fPuiQjRWRX,6,159.59,26.6,6.0,41.0,139.0,139.0,6,2.585,0.1598,222.51
R_brpW12H2OkHT1iF,14,242.51,17.32,15.0,34.0,146.0,18.25,9,2.8352,0.408,234.88
R_bsaSvkeG5k4XMzv,1,21.15,21.15,1.0,180.0,0.0,180.0,1,-0.0,0.0,27.93
R_bvB6935ZyXpoL5v,24,1256.11,52.34,84.0,5.0,175.0,15.91,14,3.3495,2.8012,435.11
R_bvaM7i1LSTXVLMt,3,46.18,15.39,3.0,150.0,30.0,30.0,3,1.585,0.0,180.35999999999999
R_bvclHP5uOzCHgFH,18,868.44,48.25,18.0,13.0,167.0,12.85,4,0.9142,2.3409,250.0
R_bw0aiMNPkLYwG1X,21,368.94,17.57,23.0,6.0,174.0,29.0,15,3.649,2.5799,187.19
R_bw2nQ0iRh2wCa8p,31,855.37,27.59,31.0,4.0,176.0,10.35,22,4.2847,0.9093,1274.92
R_cAMloFKJSOzCpm9,64,1961.43,30.65,72.0,8.0,172.0,8.19,45,5.2105,1.1493,1684.69
R_cAcAtozIWnZIbGp,121,2362.65,19.53,128.0,5.0,175.0,3.65,69,5.4105,0.5343,1963.11
R_cBHNm1kpSiUUDGV,49,1606.39,32.78,49.0,34.0,146.0,5.62,28,4.1378,0.8384,379.78999999999996
R_cBcMo7c8BGeWv85,6,107.5,17.92,6.0,102.0,78.0,39.0,6,2.585,0.0,0.0
R_cCGfYUO37TTNHiN,1,25.0,25.0,1.0,180.0,0.0,180.0,1,-0.0,0.0,14.99
R_cCM0aRqFsOZWpIR,6,109.44,18.24,6.0,5.0,175.0,58.33,5,2.2516,0.8237,161.89
R_cCucjmijTJETC6d,100,2233.44,22.33,102.0,3.0,177.0,4.92,57,5.3076,1.117,3339.25
R_cD8Z9sFkKWQbxfP,35,687.25,19.64,36.0,42.0,138.0,23.0,20,4.0087,0.3107,287.47
R_cFGXaASTEfVOcMh,7,287.41,41.06,7.0,140.0,40.0,20.0,7,2.8074,0.0,0.0
R_cGwQbPAEzHdce1X,239,1531.64,6.41,240.0,1.0,179.0,6.88,49,4.1643,0.8103,1720.85
R_cHesjuc4lBb9xcd,18,327.56,18.2,18.0,33.0,147.0,21.0,17,4.0588,1.899,2477.86
R_cIudxwAvVxJzhkd,3,194.89,64.96,3.0,23.0,157.0,78.5,2,0.9183,0.4992,43.7
R_cJcZj3WyXgVXH5D,14,562.32,40.17,17.0,1.0,179.0,19.89,13,3.6645,0.6758,198.08999999999997
R_cLPTz6661LtyaWJ,17,265.0,15.59,17.0,83.0,97.0,12.12,16,3.9698,0.4323,103.67999999999999
R_cMxn243TpGjgbWp,113,2294.62,20.31,116.0,1.0,179.0,4.37,46,4.9446,1.413,3264.48
R_cNrjVWvNLUa6lep,42,927.97,22.09,42.0,7.0,173.0,6.18,31,4.8209,3.3035,1150.21
R_cOaIgEou3Y2RLcB,21,517.53,24.64,21.0,11.0,169.0,16.9,14,3.5945,3.4026,194.26
R_cOwWaFVwxP73UXv,2,349.98,174.99,2.0,103.0,77.0,77.0,2,1.0,0.0,48.43
R_cRXd8L1JLLMWpzj,21,264.71,12.61,21.0,75.0,105.0,8.75,14,3.5945,0.6379,97.85
R_cSYS6Hd74hMsYFz,6,157.23,26.2,6.0,16.0,164.0,54.67,2,0.65,0.0328,71.56
R_cSfEupPDljGLbUZ,11,191.08,17.37,11.0,45.0,135.0,16.88,10,3.2776,0.6971,401.02
R_cShLepO1fPFrHSF,2,62.67,31.34,2.0,84.0,96.0,96.0,2,1.0,3.9424,0.0
R_cTsYdhlipvqvNQt,20,217.14,10.86,22.0,45.0,135.0,11.25,15,3.7842,0.4853,296.43
R_cVbq9lQkBclFudr,3,55.93,18.64,3.0,20.0,160.0,160.0,3,1.585,2.2997,29.479999999999997
R_cYYWxKOcONijB4d,28,820.18,29.29,31.0,2.0,178.0,8.9,19,3.9502,1.1905,861.34
R_cYncRVzlYD4BOsV,1,26.99,26.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,29.99
R_cZ53Ayfo9vbj7EZ,104,3083.16,29.65,135.0,1.0,179.0,3.31,60,5.4726,1.6838,3392.9900000000002
R_cZ5YGfieX9T6Ap3,1,76.87,76.87,1.0,180.0,0.0,180.0,1,-0.0,0.0,13.99
R_ctNHcxd3vRvndXH,43,911.86,21.21,44.0,2.0,178.0,8.48,23,4.19,2.0367,725.58
R_cucdDIXhmDRBfZT,71,2690.8,37.9,90.0,6.0,174.0,4.46,38,4.4836,0.7105,3658.37
R_cx0iZtX2yCRLnmV,6,126.9,21.15,6.0,22.0,158.0,52.67,6,2.585,0.5674,32.99
R_czHyAR1xMvT2FbP,11,305.52,27.77,12.0,36.0,144.0,24.0,8,2.914,1.4434,481.84999999999997
R_d5O7dqvA1EWCrPb,42,778.93,18.55,42.0,6.0,174.0,5.61,24,4.2704,0.5181,1109.8600000000001
R_d6g64DLPzqmstvb,6,92.83,15.47,6.0,73.0,107.0,26.75,4,1.7925,0.0439,485.69
R_d9Uxvmk8nrY8YYF,10,321.59,32.16,10.0,162.0,18.0,9.0,7,2.7219,0.0,591.73
R_dbSABCSEfLdFkfD,4,77.94,19.48,4.0,168.0,12.0,6.0,4,2.0,0.0,0.0
R_dhbVD5HuTHco9Jn,47,1322.69,28.14,49.0,11.0,169.0,13.0,34,4.8842,1.5229,846.21
R_dmOnzV702vMmeXf,2,153.98,76.99,2.0,27.0,153.0,153.0,2,1.0,16.1279,66.56
R_dnb5fN79bJTa6Up,15,166.72,11.11,16.0,49.0,131.0,32.75,10,3.1069,0.5881,282.74
R_do4VI0ULWmDNmgx,1,14.39,14.39,1.0,180.0,0.0,180.0,1,-0.0,0.0,189.14000000000001
R_e2Uc5XhuPCxIPND,22,599.5,27.25,23.0,39.0,141.0,11.75,14,3.5726,0.0696,335.37
R_e2qhNg35rxB1Pyh,2,50.94,25.47,2.0,93.0,87.0,87.0,2,1.0,0.0,59.99
R_e387De1jF0gN2OB,62,735.2,11.86,63.0,8.0,172.0,5.38,38,4.7643,0.7241,1166.72
R_e3TEXVg63aHzUHv,5,104.18,20.84,5.0,1.0,179.0,89.5,3,1.371,0.7962,154.76
R_e5L3oLr6WJ2KniV,67,1874.6,27.98,69.0,1.0,179.0,8.95,37,4.6397,0.6601,877.52
R_e5ns6UcJiCdftyV,3,56.73,18.91,3.0,116.0,64.0,64.0,3,1.585,0.0,37.89
R_e5wjT12SRFbn7Gx,24,743.14,30.96,24.0,26.0,154.0,10.27,20,4.2516,3.3339,1157.59
R_e8KTElZZLWryLWp,122,2052.57,16.82,126.0,2.0,178.0,3.49,82,6.0389,0.815,3060.83
R_e8LdNnD8Up25mSZ,2,67.98,33.99,2.0,90.0,90.0,90.0,2,1.0,0.2591,0.0
R_e8QiCYlt9QZgAKZ,7,217.85,31.12,7.0,82.0,98.0,24.5,6,2.5216,0.3197,852.67
R_e9R9UbMC95GBlp7,6,58.1,9.68,7.0,67.0,113.0,22.6,5,2.2516,0.1906,27.380000000000003
R_eINXJtKQApvNwIh,27,502.79,18.62,27.0,12.0,168.0,8.4,15,3.1694,1.6078,162.45999999999998
R_eJOowyeZRgy7nTH,2,16.98,8.49,2.0,180.0,0.0,180.0,2,1.0,0.0,0.0
R_eKDVFF8elQR7S7v,7,150.34,21.48,7.0,31.0,149.0,24.83,7,2.8074,3.6258,297.06
R_eKaCJneWXtESodb,8,207.23,25.9,8.0,2.0,178.0,29.67,6,2.4056,2.3806,145.54
R_eKc2gy2WRQmRj7b,12,478.23,39.85,12.0,2.0,178.0,25.43,11,3.4183,14.532,73.39999999999999
R_eKixM1seVDdrhN7,17,343.55,20.21,18.0,154.0,26.0,5.2,12,3.2869,0.0,0.0
R_eOMCliqYqUD4oOR,68,1505.43,22.14,68.0,4.0,176.0,6.07,48,5.3555,0.4105,1385.87
R_ePZgjttlwJ4W7p7,22,271.0,12.32,25.0,13.0,167.0,27.83,14,3.6069,1.0194,115.44999999999999
R_eQBX3imYMyyeDD3,4,67.33,16.83,4.0,54.0,126.0,63.0,3,1.5,5.7397,228.76000000000002
